Cross 1,Cross 2,Cross 3,Cross 4,Cross 5,Cross 6,City_Average_Traffic,Time,Hour,Peak,Congestion_Index,Congestion_Level
13,6,12,7,10,25,12.16666667,21-02-2024 05:50,5,0,0.200897427,Low
26,8,11,13,5,18,13.5,21-02-2024 05:55,5,0,0.222913583,Low
19,7,11,15,7,23,13.66666667,21-02-2024 06:00,6,0,0.225665602,Low
35,9,16,19,10,35,20.66666667,21-02-2024 06:05,6,0,0.341250423,Low
33,15,20,16,6,28,19.66666667,21-02-2024 06:10,6,0,0.324738306,Low
35,14,19,11,5,31,19.16666667,21-02-2024 06:15,6,0,0.316482247,Low
55,21,30,29,10,32,29.5,21-02-2024 06:20,6,0,0.487107459,Low
52,16,27,26,12,38,28.5,21-02-2024 06:25,6,0,0.470595342,Low
62,13,31,25,16,49,32.66666667,21-02-2024 06:30,6,0,0.53939583,Low
81,36,29,48,11,49,42.33333333,21-02-2024 06:35,6,0,0.699012964,Low
85,25,32,46,19,56,43.83333333,21-02-2024 06:40,6,0,0.72378114,Low
76,21,45,51,23,48,44,21-02-2024 06:45,6,0,0.726533159,Low
97,24,40,45,15,59,46.66666667,21-02-2024 06:50,6,0,0.770565472,Low
96,29,39,58,19,70,51.83333333,21-02-2024 06:55,6,0,0.855878078,Low
101,23,46,47,37,77,55.16666667,21-02-2024 07:00,7,0,0.910918469,Low
112,30,59,53,40,68,60.33333333,21-02-2024 07:05,7,0,0.996231074,Low
121,31,56,74,29,89,66.66666667,21-02-2024 07:10,7,0,1.100807817,Medium
144,50,49,68,37,73,70.16666667,21-02-2024 07:15,7,0,1.158600227,Medium
148,45,72,76,41,105,81.16666667,21-02-2024 07:20,7,0,1.340233517,High
177,53,57,82,33,103,84.16666667,21-02-2024 07:25,7,0,1.389769869,High
193,63,60,98,43,90,91.16666667,21-02-2024 07:30,7,0,1.50535469,High
209,91,82,101,61,110,109,21-02-2024 07:35,7,0,1.799820781,High
234,126,96,159,64,114,132.1666667,21-02-2024 07:40,7,0,2.182351497,High
220,90,105,158,84,135,132,21-02-2024 07:45,7,0,2.179599478,High
272,123,147,188,131,129,165,21-02-2024 07:50,7,0,2.724499347,High
287,156,140,168,109,148,168,21-02-2024 07:55,7,0,2.774035699,High
276,164,157,218,129,190,189,21-02-2024 08:00,8,1,3.120790161,High
295,187,177,248,169,200,212.6666667,21-02-2024 08:05,8,1,3.511576936,High
317,180,163,198,171,188,202.8333333,21-02-2024 08:10,8,1,3.349207783,High
309,202,178,249,169,181,214.6666667,21-02-2024 08:15,8,1,3.544601171,High
273,196,178,243,164,183,206.1666667,21-02-2024 08:20,8,1,3.404248174,High
298,193,167,257,170,208,215.5,21-02-2024 08:25,8,1,3.558361269,High
291,206,174,271,166,220,221.3333333,21-02-2024 08:30,8,1,3.654681953,High
281,197,176,214,120,217,200.8333333,21-02-2024 08:35,8,1,3.316183549,High
275,155,174,214,143,204,194.1666667,21-02-2024 08:40,8,1,3.206102767,High
273,145,142,227,136,176,183.1666667,21-02-2024 08:45,8,1,3.024469477,High
276,114,142,189,123,184,171.3333333,21-02-2024 08:50,8,1,2.82907609,High
206,133,142,182,118,145,154.3333333,21-02-2024 08:55,8,1,2.548370096,High
248,133,125,174,110,182,162,21-02-2024 09:00,9,1,2.674962995,High
237,121,113,157,99,199,154.3333333,21-02-2024 09:05,9,1,2.548370096,High
193,87,102,158,74,189,133.8333333,21-02-2024 09:10,9,1,2.209871693,High
185,90,80,139,80,158,122,21-02-2024 09:15,9,1,2.014478305,High
216,111,116,136,88,189,142.6666667,21-02-2024 09:20,9,1,2.355728728,High
236,106,86,163,88,192,145.1666667,21-02-2024 09:25,9,1,2.397009022,High
200,108,90,157,67,204,137.6666667,21-02-2024 09:30,9,1,2.273168142,High
240,123,85,191,59,193,148.5,21-02-2024 09:35,9,1,2.452049412,High
225,109,74,132,55,151,124.3333333,21-02-2024 09:40,9,1,2.053006579,High
181,77,78,161,66,165,121.3333333,21-02-2024 09:45,9,1,2.003470227,High
187,89,96,123,79,151,120.8333333,21-02-2024 09:50,9,1,1.995214168,High
194,109,84,158,71,181,132.8333333,21-02-2024 09:55,9,1,2.193359575,High
182,67,80,135,65,162,115.1666667,21-02-2024 10:00,10,1,1.901645504,High
190,96,85,130,54,156,118.5,21-02-2024 10:05,10,1,1.956685895,High
207,86,88,130,58,171,123.3333333,21-02-2024 10:10,10,1,2.036494462,High
208,104,74,123,51,166,121,21-02-2024 10:15,10,1,1.997966188,High
216,94,94,144,53,168,128.1666667,21-02-2024 10:20,10,1,2.116303028,High
175,89,87,142,77,171,123.5,21-02-2024 10:25,10,1,2.039246481,High
199,70,70,131,56,176,117,21-02-2024 10:30,10,1,1.931917719,High
178,100,77,134,52,157,116.3333333,21-02-2024 10:35,10,1,1.920909641,High
192,101,87,112,63,143,116.3333333,21-02-2024 10:40,10,1,1.920909641,High
174,78,76,137,51,167,113.8333333,21-02-2024 10:45,10,1,1.879629348,High
157,95,80,122,51,147,108.6666667,21-02-2024 10:50,10,1,1.794316742,High
146,67,84,130,69,176,112,21-02-2024 10:55,10,1,1.849357133,High
170,81,66,116,31,120,97.33333333,21-02-2024 11:00,11,0,1.607179413,High
169,88,75,100,61,128,103.5,21-02-2024 11:05,11,0,1.709004136,High
187,81,89,131,61,164,118.8333333,21-02-2024 11:10,11,0,1.962189934,High
143,63,62,112,43,147,95,21-02-2024 11:15,11,0,1.568651139,High
179,85,74,126,67,125,109.3333333,21-02-2024 11:20,11,0,1.80532482,High
131,68,81,113,72,124,98.16666667,21-02-2024 11:25,11,0,1.620939511,High
173,101,71,114,62,156,112.8333333,21-02-2024 11:30,11,0,1.86311723,High
154,87,84,141,62,144,112,21-02-2024 11:35,11,0,1.849357133,High
175,101,61,146,57,160,116.6666667,21-02-2024 11:40,11,0,1.92641368,High
164,78,89,124,67,139,110.1666667,21-02-2024 11:45,11,0,1.819084918,High
196,99,86,154,73,123,121.8333333,21-02-2024 11:50,11,0,2.011726286,High
167,88,83,135,69,127,111.5,21-02-2024 11:55,11,0,1.841101074,High
162,94,100,135,76,154,120.1666667,21-02-2024 12:00,12,0,1.98420609,High
155,77,73,163,85,144,116.1666667,21-02-2024 12:05,12,0,1.918157621,High
148,82,75,140,52,159,109.3333333,21-02-2024 12:10,12,0,1.80532482,High
143,78,79,114,69,134,102.8333333,21-02-2024 12:15,12,0,1.697996058,High
166,71,71,77,71,164,103.3333333,21-02-2024 12:20,12,0,1.706252116,High
136,93,74,162,55,162,113.6666667,21-02-2024 12:25,12,0,1.876877328,High
142,62,87,113,66,115,97.5,21-02-2024 12:30,12,0,1.609931432,High
146,82,67,110,58,135,99.66666667,21-02-2024 12:35,12,0,1.645707686,High
139,70,73,104,46,115,91.16666667,21-02-2024 12:40,12,0,1.50535469,High
148,63,64,90,42,112,86.5,21-02-2024 12:45,12,0,1.428298143,High
136,77,64,115,51,143,97.66666667,21-02-2024 12:50,12,0,1.612683452,High
131,65,61,104,46,96,83.83333333,21-02-2024 12:55,12,0,1.38426583,High
138,71,57,116,58,124,94,21-02-2024 13:00,13,0,1.552139022,High
151,71,54,119,43,136,95.66666667,21-02-2024 13:05,13,0,1.579659217,High
139,76,71,92,58,140,96,21-02-2024 13:10,13,0,1.585163257,High
152,62,73,104,60,130,96.83333333,21-02-2024 13:15,13,0,1.598923354,High
141,63,73,121,50,118,94.33333333,21-02-2024 13:20,13,0,1.557643061,High
161,69,65,111,60,129,99.16666667,21-02-2024 13:25,13,0,1.637451628,High
135,92,89,133,53,147,108.1666667,21-02-2024 13:30,13,0,1.786060683,High
148,85,103,108,57,139,106.6666667,21-02-2024 13:35,13,0,1.761292507,High
171,76,115,134,75,148,119.8333333,21-02-2024 13:40,13,0,1.978702051,High
144,104,97,148,70,143,117.6666667,21-02-2024 13:45,13,0,1.942925797,High
162,96,92,158,81,147,122.6666667,21-02-2024 13:50,13,0,2.025486383,High
207,106,93,149,67,175,132.8333333,21-02-2024 13:55,13,0,2.193359575,High
230,121,104,156,75,145,138.5,21-02-2024 14:00,14,0,2.28692824,High
225,101,98,172,64,159,136.5,21-02-2024 14:05,14,0,2.253904005,High
196,105,90,204,47,157,133.1666667,21-02-2024 14:10,14,0,2.198863615,High
232,129,88,215,64,173,150.1666667,21-02-2024 14:15,14,0,2.479569608,High
241,118,83,173,65,181,143.5,21-02-2024 14:20,14,0,2.369488826,High
258,112,87,209,61,162,148.1666667,21-02-2024 14:25,14,0,2.446545373,High
216,108,71,211,60,142,134.6666667,21-02-2024 14:30,14,0,2.22363179,High
238,117,82,223,57,162,146.5,21-02-2024 14:35,14,0,2.419025178,High
238,129,83,189,80,174,148.8333333,21-02-2024 14:40,14,0,2.457553452,High
225,117,80,209,61,129,136.8333333,21-02-2024 14:45,14,0,2.259408044,High
183,97,89,217,71,180,139.5,21-02-2024 14:50,14,0,2.303440357,High
209,92,95,151,69,147,127.1666667,21-02-2024 14:55,14,0,2.099790911,High
205,99,90,159,61,139,125.5,21-02-2024 15:00,15,0,2.072270716,High
194,89,76,129,53,152,115.5,21-02-2024 15:05,15,0,1.907149543,High
200,114,77,156,54,153,125.6666667,21-02-2024 15:10,15,0,2.075022735,High
180,114,70,130,62,142,116.3333333,21-02-2024 15:15,15,0,1.920909641,High
183,136,91,136,75,162,130.5,21-02-2024 15:20,15,0,2.154831302,High
173,114,76,141,64,159,121.1666667,21-02-2024 15:25,15,0,2.000718207,High
182,132,92,128,57,163,125.6666667,21-02-2024 15:30,15,0,2.075022735,High
165,142,77,148,68,163,127.1666667,21-02-2024 15:35,15,0,2.099790911,High
156,96,116,116,61,154,116.5,21-02-2024 15:40,15,0,1.92366166,High
162,119,91,134,64,139,118.1666667,21-02-2024 15:45,15,0,1.951181856,High
187,152,85,149,59,154,131,21-02-2024 15:50,15,0,2.16308736,High
160,105,87,160,74,164,125,21-02-2024 15:55,15,0,2.064014657,High
180,127,91,146,55,159,126.3333333,21-02-2024 16:00,16,0,2.086030813,High
182,116,68,110,63,174,118.8333333,21-02-2024 16:05,16,0,1.962189934,High
192,148,80,154,60,182,136,21-02-2024 16:10,16,0,2.245647947,High
197,108,68,141,53,176,123.8333333,21-02-2024 16:15,16,0,2.04475052,High
165,135,72,128,50,145,115.8333333,21-02-2024 16:20,16,0,1.912653582,High
157,125,70,148,49,189,123,21-02-2024 16:25,16,0,2.030990422,High
156,125,82,139,62,130,115.6666667,21-02-2024 16:30,16,0,1.909901563,High
193,120,84,129,62,143,121.8333333,21-02-2024 16:35,16,0,2.011726286,High
177,125,88,115,66,160,121.8333333,21-02-2024 16:40,16,0,2.011726286,High
187,109,84,123,64,160,121.1666667,21-02-2024 16:45,16,0,2.000718207,High
204,124,78,123,70,167,127.6666667,21-02-2024 16:50,16,0,2.10804697,High
194,131,81,177,60,150,132.1666667,21-02-2024 16:55,16,0,2.182351497,High
203,142,63,165,60,165,133,21-02-2024 17:00,17,1,2.196111595,High
186,136,100,159,61,138,130,21-02-2024 17:05,17,1,2.146575243,High
190,122,95,142,49,142,123.3333333,21-02-2024 17:10,17,1,2.036494462,High
201,109,88,114,83,198,132.1666667,21-02-2024 17:15,17,1,2.182351497,High
212,134,78,129,64,199,136,21-02-2024 17:20,17,1,2.245647947,High
174,130,76,142,68,178,128,21-02-2024 17:25,17,1,2.113551009,High
184,130,79,126,66,155,123.3333333,21-02-2024 17:30,17,1,2.036494462,High
207,137,83,161,93,178,143.1666667,21-02-2024 17:35,17,1,2.363984787,High
284,150,106,182,101,182,167.5,21-02-2024 17:40,17,1,2.76577964,High
256,170,122,196,106,175,170.8333333,21-02-2024 17:45,17,1,2.820820031,High
228,171,96,169,85,184,155.5,21-02-2024 17:50,17,1,2.567634233,High
221,119,87,167,85,191,145,21-02-2024 17:55,17,1,2.394257002,High
239,159,97,199,105,166,160.8333333,21-02-2024 18:00,18,1,2.655698859,High
199,170,112,215,111,153,160,21-02-2024 18:05,18,1,2.641938761,High
229,177,120,245,148,214,188.8333333,21-02-2024 18:10,18,1,3.118038142,High
212,160,116,226,150,227,181.8333333,21-02-2024 18:15,18,1,3.002453321,High
293,145,123,213,119,183,179.3333333,21-02-2024 18:20,18,1,2.961173028,High
230,171,120,214,145,186,177.6666667,21-02-2024 18:25,18,1,2.933652832,High
255,153,85,199,119,195,167.6666667,21-02-2024 18:30,18,1,2.76853166,High
235,147,95,180,104,187,158,21-02-2024 18:35,18,1,2.608914526,High
217,116,108,177,104,168,148.3333333,21-02-2024 18:40,18,1,2.449297393,High
212,105,105,167,118,174,146.8333333,21-02-2024 18:45,18,1,2.424529217,High
206,89,114,172,113,207,150.1666667,21-02-2024 18:50,18,1,2.479569608,High
201,96,89,176,92,148,133.6666667,21-02-2024 18:55,18,1,2.207119673,High
177,95,94,173,79,171,131.5,21-02-2024 19:00,19,1,2.171343419,High
181,87,105,137,79,156,124.1666667,21-02-2024 19:05,19,1,2.050254559,High
190,97,82,124,77,154,120.6666667,21-02-2024 19:10,19,1,1.992462149,High
184,91,79,142,72,126,115.6666667,21-02-2024 19:15,19,1,1.909901563,High
155,67,72,157,84,146,113.5,21-02-2024 19:20,19,1,1.874125309,High
201,82,77,119,84,185,124.6666667,21-02-2024 19:25,19,1,2.058510618,High
178,84,66,120,66,138,108.6666667,21-02-2024 19:30,19,1,1.794316742,High
195,104,67,158,69,211,134,21-02-2024 19:35,19,1,2.212623712,High
187,80,79,155,77,163,123.5,21-02-2024 19:40,19,1,2.039246481,High
206,81,61,118,73,172,118.5,21-02-2024 19:45,19,1,1.956685895,High
172,90,75,100,63,154,109,21-02-2024 19:50,19,1,1.799820781,High
174,74,84,121,82,166,116.8333333,21-02-2024 19:55,19,1,1.929165699,High
189,97,81,162,67,162,126.3333333,21-02-2024 20:00,20,0,2.086030813,High
182,82,65,134,51,160,112.3333333,21-02-2024 20:05,20,0,1.854861172,High
210,83,72,138,68,152,120.5,21-02-2024 20:10,20,0,1.989710129,High
192,64,76,145,56,142,112.5,21-02-2024 20:15,20,0,1.857613191,High
194,75,70,134,62,142,112.8333333,21-02-2024 20:20,20,0,1.86311723,High
215,114,64,142,65,138,123,21-02-2024 20:25,20,0,2.030990422,High
199,120,69,142,76,144,125,21-02-2024 20:30,20,0,2.064014657,High
213,102,82,150,70,114,121.8333333,21-02-2024 20:35,20,0,2.011726286,High
223,92,88,178,105,159,140.8333333,21-02-2024 20:40,20,0,2.325456514,High
232,111,82,175,111,156,144.5,21-02-2024 20:45,20,0,2.386000943,High
225,84,86,182,84,183,140.6666667,21-02-2024 20:50,20,0,2.322704494,High
234,103,96,194,122,169,153,21-02-2024 20:55,20,0,2.52635394,High
200,104,78,194,109,195,146.6666667,21-02-2024 21:00,21,0,2.421777198,High
192,106,71,161,110,174,135.6666667,21-02-2024 21:05,21,0,2.240143908,High
209,87,75,143,76,203,132.1666667,21-02-2024 21:10,21,0,2.182351497,High
185,92,75,178,102,203,139.1666667,21-02-2024 21:15,21,0,2.297936318,High
161,91,62,193,101,163,128.5,21-02-2024 21:20,21,0,2.121807067,High
174,95,82,143,80,229,133.8333333,21-02-2024 21:25,21,0,2.209871693,High
198,87,66,152,113,222,139.6666667,21-02-2024 21:30,21,0,2.306192377,High
143,73,56,142,100,157,111.8333333,21-02-2024 21:35,21,0,1.846605113,High
174,53,67,124,65,154,106.1666667,21-02-2024 21:40,21,0,1.753036449,High
161,50,70,112,59,127,96.5,21-02-2024 21:45,21,0,1.593419315,High
118,56,65,114,52,140,90.83333333,21-02-2024 21:50,21,0,1.499850651,High
146,66,48,107,48,138,92.16666667,21-02-2024 21:55,21,0,1.521866807,High
122,53,62,123,66,157,97.16666667,21-02-2024 22:00,22,0,1.604427393,High
120,60,60,106,67,154,94.5,21-02-2024 22:05,22,0,1.560395081,High
100,68,52,106,43,129,83,21-02-2024 22:10,22,0,1.370505732,High
121,54,32,104,46,135,82,21-02-2024 22:15,22,0,1.353993615,High
123,54,65,105,58,150,92.5,21-02-2024 22:20,22,0,1.527370846,High
118,44,42,85,64,117,78.33333333,21-02-2024 22:25,22,0,1.293449185,Medium
116,51,57,92,64,140,86.66666667,21-02-2024 22:30,22,0,1.431050162,High
115,51,44,106,46,168,88.33333333,21-02-2024 22:35,22,0,1.458570358,High
123,60,44,89,59,123,83,21-02-2024 22:40,22,0,1.370505732,High
97,40,44,73,46,136,72.66666667,21-02-2024 22:45,22,0,1.199880521,Medium
120,47,52,94,53,145,85.16666667,21-02-2024 22:50,22,0,1.406281986,High
116,42,49,74,51,146,79.66666667,21-02-2024 22:55,22,0,1.315465341,High
119,54,36,79,53,146,81.16666667,21-02-2024 23:00,23,0,1.340233517,High
118,65,65,127,72,138,97.5,21-02-2024 23:05,23,0,1.609931432,High
120,66,62,101,75,140,94,21-02-2024 23:10,23,0,1.552139022,High
101,43,72,101,82,179,96.33333333,21-02-2024 23:15,23,0,1.590667296,High
99,47,51,91,66,133,81.16666667,21-02-2024 23:20,23,0,1.340233517,High
103,57,57,92,68,152,88.16666667,21-02-2024 23:25,23,0,1.455818338,High
88,57,44,95,52,159,82.5,21-02-2024 23:30,23,0,1.362249674,High
75,32,39,62,52,82,57,21-02-2024 23:35,23,0,0.941190684,Low
63,32,39,54,39,110,56.16666667,21-02-2024 23:40,23,0,0.927430586,Low
117,41,34,69,38,88,64.5,21-02-2024 23:45,23,0,1.065031563,Medium
72,36,43,57,41,80,54.83333333,21-02-2024 23:50,23,0,0.90541443,Low
63,31,19,49,30,67,43.16666667,21-02-2024 23:55,23,0,0.712773062,Low
96,27,39,54,45,77,56.33333333,22-02-2024 00:00,0,0,0.930182605,Low
50,21,23,36,31,87,41.33333333,22-02-2024 00:05,0,0,0.682500847,Low
49,24,30,52,39,69,43.83333333,22-02-2024 00:10,0,0,0.72378114,Low
38,19,21,30,29,68,34.16666667,22-02-2024 00:15,0,0,0.564164006,Low
38,26,24,34,24,65,35.16666667,22-02-2024 00:20,0,0,0.580676123,Low
41,17,22,34,37,65,36,22-02-2024 00:25,0,0,0.594436221,Low
40,21,25,38,38,48,35,22-02-2024 00:30,0,0,0.577924104,Low
20,12,11,18,14,50,20.83333333,22-02-2024 00:35,0,0,0.344002443,Low
0,0,0,0,0,0,0,22-02-2024 00:40,0,0,0,Low
0,0,0,0,0,0,0,22-02-2024 00:45,0,0,0,Low
0,0,0,0,0,0,0,22-02-2024 00:50,0,0,0,Low
0,0,0,0,0,0,0,22-02-2024 00:55,0,0,0,Low
0,0,11,0,23,50,14,22-02-2024 01:00,1,0,0.231169642,Low
22,15,35,26,27,43,28,22-02-2024 01:05,1,0,0.462339283,Low
27,11,10,22,20,26,19.33333333,22-02-2024 01:10,1,0,0.319234267,Low
30,9,13,16,21,37,21,22-02-2024 01:15,1,0,0.346754462,Low
17,7,8,17,14,28,15.16666667,22-02-2024 01:20,1,0,0.250433778,Low
21,9,7,21,14,37,18.16666667,22-02-2024 01:25,1,0,0.29997013,Low
25,14,6,22,10,28,17.5,22-02-2024 01:30,1,0,0.288962052,Low
20,15,8,24,12,30,18.16666667,22-02-2024 01:35,1,0,0.29997013,Low
30,9,15,23,22,34,22.16666667,22-02-2024 01:40,1,0,0.366018599,Low
9,7,5,10,13,26,11.66666667,22-02-2024 01:45,1,0,0.192641368,Low
16,10,6,18,7,22,13.16666667,22-02-2024 01:50,1,0,0.217409544,Low
18,8,8,15,18,32,16.5,22-02-2024 01:55,1,0,0.272449935,Low
5,3,4,8,5,17,7,22-02-2024 02:00,2,0,0.115584821,Low
12,5,4,10,17,20,11.33333333,22-02-2024 02:05,2,0,0.187137329,Low
11,4,7,12,14,28,12.66666667,22-02-2024 02:10,2,0,0.209153485,Low
14,11,12,18,18,23,16,22-02-2024 02:15,2,0,0.264193876,Low
15,5,11,17,11,28,14.5,22-02-2024 02:20,2,0,0.2394257,Low
15,8,7,10,12,21,12.16666667,22-02-2024 02:25,2,0,0.200897427,Low
20,14,5,14,17,11,13.5,22-02-2024 02:30,2,0,0.222913583,Low
10,7,6,9,11,25,11.33333333,22-02-2024 02:35,2,0,0.187137329,Low
12,4,8,15,15,14,11.33333333,22-02-2024 02:40,2,0,0.187137329,Low
17,8,4,7,8,19,10.5,22-02-2024 02:45,2,0,0.173377231,Low
12,6,8,11,7,12,9.333333333,22-02-2024 02:50,2,0,0.154113094,Low
14,8,5,11,15,17,11.66666667,22-02-2024 02:55,2,0,0.192641368,Low
15,4,8,9,13,23,12,22-02-2024 03:00,3,0,0.198145407,Low
17,5,4,3,11,16,9.333333333,22-02-2024 03:05,3,0,0.154113094,Low
9,4,4,13,18,16,10.66666667,22-02-2024 03:10,3,0,0.176129251,Low
7,3,3,15,14,19,10.16666667,22-02-2024 03:15,3,0,0.167873192,Low
20,5,10,9,21,21,14.33333333,22-02-2024 03:20,3,0,0.236673681,Low
14,3,7,16,6,25,11.83333333,22-02-2024 03:25,3,0,0.195393388,Low
10,2,7,6,11,21,9.5,22-02-2024 03:30,3,0,0.156865114,Low
7,6,6,6,22,14,10.16666667,22-02-2024 03:35,3,0,0.167873192,Low
11,5,3,6,12,18,9.166666667,22-02-2024 03:40,3,0,0.151361075,Low
8,2,4,2,14,14,7.333333333,22-02-2024 03:45,3,0,0.12108886,Low
7,1,9,5,12,18,8.666666667,22-02-2024 03:50,3,0,0.143105016,Low
8,1,4,5,7,16,6.833333333,22-02-2024 03:55,3,0,0.112832801,Low
12,7,3,8,12,14,9.333333333,22-02-2024 04:00,4,0,0.154113094,Low
13,5,6,4,11,18,9.5,22-02-2024 04:05,4,0,0.156865114,Low
8,7,11,11,22,16,12.5,22-02-2024 04:10,4,0,0.206401466,Low
17,3,9,9,8,18,10.66666667,22-02-2024 04:15,4,0,0.176129251,Low
16,5,7,9,15,20,12,22-02-2024 04:20,4,0,0.198145407,Low
10,1,5,7,15,14,8.666666667,22-02-2024 04:25,4,0,0.143105016,Low
8,3,2,6,8,21,8,22-02-2024 04:30,4,0,0.132096938,Low
9,5,6,6,11,10,7.833333333,22-02-2024 04:35,4,0,0.129344919,Low
10,7,4,9,8,16,9,22-02-2024 04:40,4,0,0.148609055,Low
13,3,4,9,11,12,8.666666667,22-02-2024 04:45,4,0,0.143105016,Low
14,4,7,7,13,10,9.166666667,22-02-2024 04:50,4,0,0.151361075,Low
6,6,8,9,12,10,8.5,22-02-2024 04:55,4,0,0.140352997,Low
15,5,5,5,10,10,8.333333333,22-02-2024 05:00,5,0,0.137600977,Low
18,6,4,7,11,17,10.5,22-02-2024 05:05,5,0,0.173377231,Low
13,3,3,12,10,16,9.5,22-02-2024 05:10,5,0,0.156865114,Low
11,7,12,5,8,21,10.66666667,22-02-2024 05:15,5,0,0.176129251,Low
17,7,3,12,10,13,10.33333333,22-02-2024 05:20,5,0,0.170625212,Low
12,4,3,6,9,17,8.5,22-02-2024 05:25,5,0,0.140352997,Low
13,6,7,8,4,19,9.5,22-02-2024 05:30,5,0,0.156865114,Low
18,7,4,10,10,11,10,22-02-2024 05:35,5,0,0.165121173,Low
17,3,12,7,6,15,10,22-02-2024 05:40,5,0,0.165121173,Low
14,5,8,6,7,20,10,22-02-2024 05:45,5,0,0.165121173,Low
24,7,8,16,2,22,13.16666667,22-02-2024 05:50,5,0,0.217409544,Low
12,6,18,9,4,15,10.66666667,22-02-2024 05:55,5,0,0.176129251,Low
24,9,10,12,9,25,14.83333333,22-02-2024 06:00,6,0,0.244929739,Low
43,10,11,15,5,25,18.16666667,22-02-2024 06:05,6,0,0.29997013,Low
31,13,18,14,10,27,18.83333333,22-02-2024 06:10,6,0,0.310978208,Low
40,18,22,17,6,43,24.33333333,22-02-2024 06:15,6,0,0.401794853,Low
43,18,25,18,7,28,23.16666667,22-02-2024 06:20,6,0,0.382530716,Low
47,23,22,24,15,43,29,22-02-2024 06:25,6,0,0.4788514,Low
63,33,27,45,10,46,37.33333333,22-02-2024 06:30,6,0,0.616452378,Low
72,30,30,29,17,63,40.16666667,22-02-2024 06:35,6,0,0.66323671,Low
92,41,38,53,18,59,50.16666667,22-02-2024 06:40,6,0,0.828357882,Low
84,38,42,49,22,63,49.66666667,22-02-2024 06:45,6,0,0.820101824,Low
88,50,45,44,21,72,53.33333333,22-02-2024 06:50,6,0,0.880646254,Low
97,50,43,58,22,82,58.66666667,22-02-2024 06:55,6,0,0.968710879,Low
120,36,48,51,27,59,56.83333333,22-02-2024 07:00,7,0,0.938438664,Low
122,50,53,48,33,86,65.33333333,22-02-2024 07:05,7,0,1.078791661,Medium
123,76,48,76,38,69,71.66666667,22-02-2024 07:10,7,0,1.183368403,Medium
130,48,54,80,33,84,71.5,22-02-2024 07:15,7,0,1.180616384,Medium
143,67,63,75,52,79,79.83333333,22-02-2024 07:20,7,0,1.318217361,High
170,76,77,90,37,85,89.16666667,22-02-2024 07:25,7,0,1.472330455,High
228,119,88,113,53,108,118.1666667,22-02-2024 07:30,7,0,1.951181856,High
199,132,90,138,60,116,122.5,22-02-2024 07:35,7,0,2.022734364,High
211,106,97,124,69,115,120.3333333,22-02-2024 07:40,7,0,1.98695811,High
233,152,114,117,81,143,140,22-02-2024 07:45,7,0,2.311696416,High
240,131,90,172,91,130,142.3333333,22-02-2024 07:50,7,0,2.350224689,High
44,1,36,14,20,74,31.5,22-02-2024 07:55,7,0,0.520131694,Low
262,191,154,211,151,176,190.8333333,22-02-2024 08:00,8,1,3.151062376,High
293,220,161,257,166,176,212.1666667,22-02-2024 08:05,8,1,3.503320878,High
342,254,178,256,149,203,230.3333333,22-02-2024 08:10,8,1,3.803291008,High
330,217,165,230,158,212,218.6666667,22-02-2024 08:15,8,1,3.61064964,High
271,285,182,205,163,206,218.6666667,22-02-2024 08:20,8,1,3.61064964,High
277,224,187,224,171,200,213.8333333,22-02-2024 08:25,8,1,3.530841073,High
253,245,178,248,170,229,220.5,22-02-2024 08:30,8,1,3.640921855,High
271,178,151,177,133,179,181.5,22-02-2024 08:35,8,1,2.996949282,High
269,184,162,224,155,195,198.1666667,22-02-2024 08:40,8,1,3.272151236,High
275,216,154,200,125,199,194.8333333,22-02-2024 08:45,8,1,3.217110845,High
264,184,174,244,137,209,202,22-02-2024 08:50,8,1,3.335447686,High
252,152,132,175,114,164,164.8333333,22-02-2024 08:55,8,1,2.721747328,High
217,175,126,185,115,178,166,22-02-2024 09:00,9,1,2.741011464,High
238,159,112,160,67,146,147,22-02-2024 09:05,9,1,2.427281237,High
243,131,95,167,86,196,153,22-02-2024 09:10,9,1,2.52635394,High
223,153,82,181,79,162,146.6666667,22-02-2024 09:15,9,1,2.421777198,High
233,142,88,130,69,159,136.8333333,22-02-2024 09:20,9,1,2.259408044,High
196,113,92,136,83,155,129.1666667,22-02-2024 09:25,9,1,2.132815146,High
203,146,93,162,72,163,139.8333333,22-02-2024 09:30,9,1,2.308944396,High
188,121,90,146,77,146,128,22-02-2024 09:35,9,1,2.113551009,High
210,113,86,154,76,166,134.1666667,22-02-2024 09:40,9,1,2.215375732,High
196,135,101,151,59,170,135.3333333,22-02-2024 09:45,9,1,2.234639869,High
225,139,104,123,71,146,134.6666667,22-02-2024 09:50,9,1,2.22363179,High
200,108,86,142,61,183,130,22-02-2024 09:55,9,1,2.146575243,High
205,135,92,169,63,176,140,22-02-2024 10:00,10,1,2.311696416,High
224,125,70,145,57,146,127.8333333,22-02-2024 10:05,10,1,2.110798989,High
214,135,92,142,75,170,138,22-02-2024 10:10,10,1,2.278672181,High
203,114,59,111,49,157,115.5,22-02-2024 10:15,10,1,1.907149543,High
189,87,77,128,61,171,118.8333333,22-02-2024 10:20,10,1,1.962189934,High
210,144,97,140,58,127,129.3333333,22-02-2024 10:25,10,1,2.135567165,High
189,107,53,146,52,145,115.3333333,22-02-2024 10:30,10,1,1.904397523,High
172,127,81,140,60,181,126.8333333,22-02-2024 10:35,10,1,2.094286872,High
